house_number,addition,street
22,,Lessingstraße
23,,Lessingstraße
24,,Lessingstraße
25,,Lessingstraße
26,,Lessingstraße
27,,Lessingstraße
28,,Lessingstraße
29,,Lessingstraße
29,a,Lessingstraße
31,,Lessingstraße
32,,Lessingstraße
33,,Lessingstraße
34,,Lessingstraße
35,,Lessingstraße
36,,Lessingstraße
37,,Lessingstraße
12,,Am Langen Berg
38,,Lessingstraße
39,,Lessingstraße
40,,Lessingstraße
41,,Lessingstraße
3,,Uhlandstraße
42,,Lessingstraße
43,,Lessingstraße
44,,Lessingstraße
46,,Lessingstraße
47,,Lessingstraße
48,,Lessingstraße
49,,Lessingstraße
50,,Lessingstraße
51,,Lessingstraße
52,,Lessingstraße
54,,Lessingstraße
8,,Eulenkamp
56,,Lessingstraße
2,,Reuterstraße
3,,Reuterstraße
4,,Reuterstraße
5,,Reuterstraße
6,,Reuterstraße
7,,Reuterstraße
9,,Reuterstraße
10,,Reuterstraße
12,,Reuterstraße
13,,Reuterstraße
14,,Reuterstraße
15,,Reuterstraße
16,,Reuterstraße
17,,Reuterstraße
19,,Reuterstraße
20,,Reuterstraße
21,,Reuterstraße
22,,Reuterstraße
23,,Reuterstraße
24,,Reuterstraße
1,,Sauerbruchstraße
2,,Sauerbruchstraße
3,,Sauerbruchstraße
4,,Sauerbruchstraße
5,,Sauerbruchstraße
6,,Sauerbruchstraße
7,,Sauerbruchstraße
8,,Sauerbruchstraße
10,,Sauerbruchstraße
10,b,Sauerbruchstraße
11,,Sauerbruchstraße
12,,Sauerbruchstraße
13,,Sauerbruchstraße
14,,Sauerbruchstraße
15,,Sauerbruchstraße
16,,Sauerbruchstraße
17,,Sauerbruchstraße
18,,Sauerbruchstraße
19,,Sauerbruchstraße
20,,Sauerbruchstraße
21,,Sauerbruchstraße
23,,Sauerbruchstraße
1,,Uhlandstraße
2,,Uhlandstraße
4,,Uhlandstraße
5,,Uhlandstraße
6,,Uhlandstraße
7,,Uhlandstraße
10,,Uhlandstraße
11,,Uhlandstraße
11,a,Uhlandstraße
12,,Uhlandstraße
12,a,Uhlandstraße
14,,Uhlandstraße
14,a,Uhlandstraße
40,,Hubertusdamm
15,,Uhlandstraße
16,,Uhlandstraße
17,,Uhlandstraße
18,,Uhlandstraße
19,,Uhlandstraße
20,,Uhlandstraße
21,,Uhlandstraße
22,,Uhlandstraße
23,,Uhlandstraße
24,,Uhlandstraße
25,,Uhlandstraße
53,,Hubertusdamm
25,a,Uhlandstraße
1,,Virchowstraße
17,,Am Langen Berg
1,a,Virchowstraße
2,,Virchowstraße
3,,Virchowstraße
5,,Virchowstraße
6,,Virchowstraße
7,,Virchowstraße
8,,Virchowstraße
9,,Virchowstraße
55,,Hubertusdamm
11,,Virchowstraße
12,,Virchowstraße
13,,Virchowstraße
14,,Virchowstraße
15,,Virchowstraße
16,,Virchowstraße
17,,Virchowstraße
18,,Virchowstraße
19,,Virchowstraße
20,,Virchowstraße
21,,Virchowstraße
57,,Hubertusdamm
22,,Virchowstraße
22,a,Virchowstraße
9,,Biberkiez
23,,Virchowstraße
24,,Virchowstraße
24,a,Virchowstraße
25,,Virchowstraße
26,,Virchowstraße
27,,Virchowstraße
28,,Virchowstraße
29,,Virchowstraße
59,,Hubertusdamm
30,,Virchowstraße
31,,Virchowstraße
32,,Virchowstraße
33,,Virchowstraße
35,,Virchowstraße
36,,Virchowstraße
38,,Virchowstraße
39,,Virchowstraße
40,,Virchowstraße
41,,Virchowstraße
42,,Virchowstraße
61,,Hubertusdamm
43,,Virchowstraße
44,,Virchowstraße
10,,Biberkiez
45,,Virchowstraße
47,,Virchowstraße
49,,Virchowstraße
51,,Virchowstraße
53,,Virchowstraße
1,,Joseph-von-Sternberg-Straße
1,a,Joseph-von-Sternberg-Straße
1,b,Joseph-von-Sternberg-Straße
2,,August-Bebel-Straße
10,,August-Bebel-Straße
11,,August-Bebel-Straße
12,,August-Bebel-Straße
13,,August-Bebel-Straße
15,,August-Bebel-Straße
25,,August-Bebel-Straße
27,,August-Bebel-Straße
28,,August-Bebel-Straße
30,,August-Bebel-Straße
55,,August-Bebel-Straße
56,,August-Bebel-Straße
57,,August-Bebel-Straße
58,,August-Bebel-Straße
59,,August-Bebel-Straße
60,,August-Bebel-Straße
61,,August-Bebel-Straße
62,,August-Bebel-Straße
63,,August-Bebel-Straße
64,,August-Bebel-Straße
64,a,August-Bebel-Straße
65,,August-Bebel-Straße
66,,August-Bebel-Straße
68,,August-Bebel-Straße
72,,August-Bebel-Straße
76,,August-Bebel-Straße
77,,August-Bebel-Straße
78,,August-Bebel-Straße
79,,August-Bebel-Straße
80,,August-Bebel-Straße
82,,August-Bebel-Straße
82,a,August-Bebel-Straße
83,,August-Bebel-Straße
84,,August-Bebel-Straße
85,,August-Bebel-Straße
86,,August-Bebel-Straße
88,,August-Bebel-Straße
89,,August-Bebel-Straße
2,,Prof.-Dr.-Helmert-Straße
3,,Prof.-Dr.-Helmert-Straße
4,,Prof.-Dr.-Helmert-Straße
1,,Otto-Erich-Straße
2,,Otto-Erich-Straße
3,,Otto-Erich-Straße
4,,Otto-Erich-Straße
5,,Otto-Erich-Straße
6,,Otto-Erich-Straße
7,,Otto-Erich-Straße
8,,Otto-Erich-Straße
9,,Otto-Erich-Straße
10,,Otto-Erich-Straße
11,,Otto-Erich-Straße
12,,Otto-Erich-Straße
13,,Otto-Erich-Straße
14,,Otto-Erich-Straße
15,,Otto-Erich-Straße
16,,Otto-Erich-Straße
17,,Otto-Erich-Straße
18,,Otto-Erich-Straße
1,,Robert-Koch-Straße
2,,Robert-Koch-Straße
3,,Robert-Koch-Straße
4,,Robert-Koch-Straße
4,a,Robert-Koch-Straße
5,,Robert-Koch-Straße
6,,Robert-Koch-Straße
8,,Robert-Koch-Straße
8,a,Robert-Koch-Straße
9,,Robert-Koch-Straße
9,a,Robert-Koch-Straße
9,b,Robert-Koch-Straße
10,,Robert-Koch-Straße
10,a,Robert-Koch-Straße
11,,Robert-Koch-Straße
12,,Robert-Koch-Straße
13,,Robert-Koch-Straße
14,,Robert-Koch-Straße
15,,Robert-Koch-Straße
1,,Stubenrauchstraße
2,,Stubenrauchstraße
4,,Stubenrauchstraße
5,,Stubenrauchstraße
6,,Stubenrauchstraße
7,,Stubenrauchstraße
8,,Stubenrauchstraße
9,,Stubenrauchstraße
10,,Stubenrauchstraße
11,,Stubenrauchstraße
12,,Stubenrauchstraße
13,,Stubenrauchstraße
14,,Stubenrauchstraße
15,,Stubenrauchstraße
16,,Stubenrauchstraße
17,,Stubenrauchstraße
18,,Stubenrauchstraße
19,,Stubenrauchstraße
20,,Stubenrauchstraße
21,,Stubenrauchstraße
22,,Stubenrauchstraße
23,,Stubenrauchstraße
24,,Stubenrauchstraße
26,,Stubenrauchstraße
28,,Stubenrauchstraße
29,,Stubenrauchstraße
30,,Stubenrauchstraße
31,,Stubenrauchstraße
33,,Stubenrauchstraße
35,,Stubenrauchstraße
37,,Stubenrauchstraße
39,,Stubenrauchstraße
41,,Stubenrauchstraße
43,,Stubenrauchstraße
9,,Marlene-Dietrich-Allee
23,,Johannes-Lepsius-Straße
11,,Marlene-Dietrich-Allee
12,,Marlene-Dietrich-Allee
12,a,Marlene-Dietrich-Allee
12,b,Marlene-Dietrich-Allee
14,,Marlene-Dietrich-Allee
14,a,Marlene-Dietrich-Allee
15,,Marlene-Dietrich-Allee
15,a,Marlene-Dietrich-Allee
15,b,Marlene-Dietrich-Allee
16,,Marlene-Dietrich-Allee
17,,Marlene-Dietrich-Allee
17,a,Marlene-Dietrich-Allee
17,b,Marlene-Dietrich-Allee
17,c,Marlene-Dietrich-Allee
17,d,Marlene-Dietrich-Allee
17,e,Marlene-Dietrich-Allee
18,,Marlene-Dietrich-Allee
18,a,Marlene-Dietrich-Allee
19,,Marlene-Dietrich-Allee
20,,Marlene-Dietrich-Allee
25,,Marlene-Dietrich-Allee
27,,Marlene-Dietrich-Allee
2,,Johannes-Lepsius-Straße
4,,Johannes-Lepsius-Straße
6,,Johannes-Lepsius-Straße
8,,Johannes-Lepsius-Straße
9,,Johannes-Lepsius-Straße
10,,Johannes-Lepsius-Straße
11,,Johannes-Lepsius-Straße
12,,Johannes-Lepsius-Straße
13,,Johannes-Lepsius-Straße
14,,Johannes-Lepsius-Straße
15,,Johannes-Lepsius-Straße
16,,Johannes-Lepsius-Straße
17,,Johannes-Lepsius-Straße
18,,Johannes-Lepsius-Straße
19,,Johannes-Lepsius-Straße
20,,Johannes-Lepsius-Straße
21,,Johannes-Lepsius-Straße
22,,Johannes-Lepsius-Straße
10,,Am Langen Berg
24,,Johannes-Lepsius-Straße
25,,Johannes-Lepsius-Straße
26,,Johannes-Lepsius-Straße
27,,Johannes-Lepsius-Straße
28,,Johannes-Lepsius-Straße
29,,Johannes-Lepsius-Straße
30,,Johannes-Lepsius-Straße
31,,Johannes-Lepsius-Straße
32,,Johannes-Lepsius-Straße
34,,Johannes-Lepsius-Straße
36,,Johannes-Lepsius-Straße
1,,Lotte-Loebinger-Straße
1,a,Lotte-Loebinger-Straße
2,,Lotte-Loebinger-Straße
3,,Lotte-Loebinger-Straße
5,,Lotte-Loebinger-Straße
7,,Lotte-Loebinger-Straße
9,,Lotte-Loebinger-Straße
11,,Lotte-Loebinger-Straße
13,,Lotte-Loebinger-Straße
15,,Lotte-Loebinger-Straße
17,,Lotte-Loebinger-Straße
1,,An der Parforceheide
2,,An der Parforceheide
2,a,An der Parforceheide
3,,An der Parforceheide
4,,An der Parforceheide
5,,An der Parforceheide
6,,An der Parforceheide
7,,An der Parforceheide
8,,An der Parforceheide
9,,An der Parforceheide
10,,An der Parforceheide
11,,An der Parforceheide
12,,An der Parforceheide
13,,An der Parforceheide
14,,An der Parforceheide
15,,An der Parforceheide
16,,An der Parforceheide
17,,An der Parforceheide
18,,An der Parforceheide
19,,An der Parforceheide
20,,An der Parforceheide
21,,An der Parforceheide
22,,An der Parforceheide
23,,An der Parforceheide
24,,An der Parforceheide
25,,An der Parforceheide
26,,An der Parforceheide
27,,An der Parforceheide
28,,An der Parforceheide
29,,An der Parforceheide
30,,An der Parforceheide
31,,An der Parforceheide
32,,An der Parforceheide
33,,An der Parforceheide
34,,An der Parforceheide
35,,An der Parforceheide
36,,An der Parforceheide
38,,An der Parforceheide
40,,An der Parforceheide
42,,An der Parforceheide
44,,An der Parforceheide
46,,An der Parforceheide
48,,An der Parforceheide
50,,An der Parforceheide
52,,An der Parforceheide
54,,An der Parforceheide
56,,An der Parforceheide
58,,An der Parforceheide
60,,An der Parforceheide
62,,An der Parforceheide
64,,An der Parforceheide
66,,An der Parforceheide
68,,An der Parforceheide
70,,An der Parforceheide
72,,An der Parforceheide
74,,An der Parforceheide
76,,An der Parforceheide
78,,An der Parforceheide
80,,An der Parforceheide
82,,An der Parforceheide
84,,An der Parforceheide
86,,An der Parforceheide
88,,An der Parforceheide
90,,An der Parforceheide
92,,An der Parforceheide
94,,An der Parforceheide
96,,An der Parforceheide
98,,An der Parforceheide
100,,An der Parforceheide
102,,An der Parforceheide
104,,An der Parforceheide
106,,An der Parforceheide
108,,An der Parforceheide
114,,An der Parforceheide
116,,An der Parforceheide
118,,An der Parforceheide
120,,An der Parforceheide
122,,An der Parforceheide
124,,An der Parforceheide
126,,An der Parforceheide
128,,An der Parforceheide
130,,An der Parforceheide
132,,An der Parforceheide
134,,An der Parforceheide
1,,Park Babelsberg
2,,Park Babelsberg
3,,Park Babelsberg
4,,Park Babelsberg
5,,Park Babelsberg
6,,Park Babelsberg
7,,Park Babelsberg
8,,Park Babelsberg
9,,Park Babelsberg
10,,Park Babelsberg
63,,Hubertusdamm
11,,Park Babelsberg
12,,Park Babelsberg
14,,Park Babelsberg
15,,Park Babelsberg
30,,Park Babelsberg
1,,Am Langen Berg
2,,Am Langen Berg
3,,Am Langen Berg
4,,Am Langen Berg
5,,Am Langen Berg
6,,Am Langen Berg
7,,Am Langen Berg
8,,Am Langen Berg
9,,Am Langen Berg
1,,Ulmenstraße
2,,Ulmenstraße
3,,Ulmenstraße
3,a,Ulmenstraße
4,,Ulmenstraße
5,,Ulmenstraße
6,,Ulmenstraße
8,,Ulmenstraße
10,,Ulmenstraße
1,,Edisonallee
2,,Edisonallee
3,,Edisonallee
4,,Edisonallee
5,,Edisonallee
6,,Edisonallee
7,,Edisonallee
9,,Edisonallee
10,,Edisonallee
11,,Edisonallee
13,,Edisonallee
14,,Edisonallee
15,,Edisonallee
16,,Edisonallee
17,,Edisonallee
19,,Edisonallee
1,,An der Fährwiese
2,,An der Fährwiese
3,,An der Fährwiese
4,,An der Fährwiese
5,,An der Fährwiese
6,,An der Fährwiese
7,,An der Fährwiese
8,,An der Fährwiese
9,,An der Fährwiese
10,,An der Fährwiese
11,,An der Fährwiese
12,,An der Fährwiese
13,,An der Fährwiese
14,,An der Fährwiese
15,,An der Fährwiese
16,,An der Fährwiese
17,,An der Fährwiese
10,,Wattstraße
18,,An der Fährwiese
19,,An der Fährwiese
20,,An der Fährwiese
21,,An der Fährwiese
22,,An der Fährwiese
23,,An der Fährwiese
24,,An der Fährwiese
25,,An der Fährwiese
26,,An der Fährwiese
27,,An der Fährwiese
28,,An der Fährwiese
29,,An der Fährwiese
30,,An der Fährwiese
31,,An der Fährwiese
32,,An der Fährwiese
33,,An der Fährwiese
34,,An der Fährwiese
35,,An der Fährwiese
36,,An der Fährwiese
1,,Alter Tornow
1,,Brauhausberg
10,,Brauhausberg
12,,Brauhausberg
13,,Brauhausberg
14,,Brauhausberg
20,,Brauhausberg
20,a,Brauhausberg
21,,Brauhausberg
25,,Brauhausberg
26,,Brauhausberg
27,,Brauhausberg
28,,Brauhausberg
29,,Brauhausberg
30,,Brauhausberg
31,,Brauhausberg
32,,Brauhausberg
33,,Brauhausberg
34,,Brauhausberg
35,,Brauhausberg
36,,Brauhausberg
1,,Am Havelblick
2,,Am Havelblick
3,,Am Havelblick
4,,Am Havelblick
4,b,Am Havelblick
4,c,Am Havelblick
4,d,Am Havelblick
5,,Am Havelblick
5,a,Am Havelblick
9,,Eulenkamp
6,,Am Havelblick
8,,Am Havelblick
1,,Am Uferpark
2,,Am Uferpark
3,,Am Uferpark
4,,Am Uferpark
5,,Am Uferpark
6,,Am Uferpark
7,,Am Uferpark
8,,Am Uferpark
10,,Am Uferpark
11,,Am Uferpark
12,,Am Uferpark
13,,Am Uferpark
14,,Am Uferpark
15,,Am Uferpark
65,,Hubertusdamm
16,,Am Uferpark
17,,Am Uferpark
18,,Am Uferpark
19,,Am Uferpark
20,,Am Uferpark
21,,Am Uferpark
22,,Am Uferpark
23,,Am Uferpark
24,,Am Uferpark
25,,Am Uferpark
27,,Am Uferpark
67,,Hubertusdamm
29,,Am Uferpark
1,,An der Vorderkappe
2,,An der Vorderkappe
3,,An der Vorderkappe
4,,An der Vorderkappe
5,,An der Vorderkappe
6,,An der Vorderkappe
10,,An der Vorderkappe
11,,An der Vorderkappe
12,,An der Vorderkappe
13,,An der Vorderkappe
14,,An der Vorderkappe
15,,An der Vorderkappe
16,,An der Vorderkappe
17,,An der Vorderkappe
18,,An der Vorderkappe
19,,An der Vorderkappe
20,,An der Vorderkappe
21,,An der Vorderkappe
22,,An der Vorderkappe
23,,An der Vorderkappe
24,,An der Vorderkappe
25,,An der Vorderkappe
26,,An der Vorderkappe
27,,An der Vorderkappe
28,,An der Vorderkappe
29,,An der Vorderkappe
30,,An der Vorderkappe
31,,An der Vorderkappe
32,,An der Vorderkappe
33,,An der Vorderkappe
34,,An der Vorderkappe
35,,An der Vorderkappe
36,,An der Vorderkappe
42,,An der Vorderkappe
45,,An der Vorderkappe
46,,An der Vorderkappe
47,,An der Vorderkappe
48,,An der Vorderkappe
1,,Finkenweg
2,,Finkenweg
3,,Finkenweg
4,,Finkenweg
5,,Finkenweg
6,,Finkenweg
6,a,Finkenweg
6,b,Finkenweg
6,c,Finkenweg
7,,Finkenweg
8,,Finkenweg
8,a,Finkenweg
9,,Finkenweg
11,,Finkenweg
11,a,Finkenweg
12,,Finkenweg
13,,Finkenweg
13,a,Finkenweg
14,,Finkenweg
15,,Finkenweg
16,,Finkenweg
1,,Hermannswerder
2,,Hermannswerder
2,a,Hermannswerder
2,b,Hermannswerder
2,c,Hermannswerder
3,,Hermannswerder
4,,Hermannswerder
4,a,Hermannswerder
11,,Biberkiez
5,,Hermannswerder
6,,Hermannswerder
6,a,Hermannswerder
7,,Hermannswerder
7,a,Hermannswerder
7,b,Hermannswerder
8,,Hermannswerder
8,a,Hermannswerder
8,b,Hermannswerder
8,c,Hermannswerder
9,,Hermannswerder
10,,Hermannswerder
13,,Hermannswerder
14,,Hermannswerder
15,,Hermannswerder
16,,Hermannswerder
17,,Hermannswerder
18,,Hermannswerder
19,,Hermannswerder
20,,Hermannswerder
20,a,Hermannswerder
20,b,Hermannswerder
20,c,Hermannswerder
22,,Hermannswerder
23,,Hermannswerder
24,,Hermannswerder
25,,Hermannswerder
26,a,Hermannswerder
26,b,Hermannswerder
27,a,Hermannswerder
27,b,Hermannswerder
28,,Hermannswerder
29,,Hermannswerder
30,,Hermannswerder
1,,Küsselstraße
2,,Küsselstraße
3,,Küsselstraße
4,,Küsselstraße
4,a,Küsselstraße
5,,Küsselstraße
6,,Küsselstraße
6,a,Küsselstraße
7,,Küsselstraße
7,a,Küsselstraße
7,b,Küsselstraße
8,,Küsselstraße
8,a,Küsselstraße
9,,Küsselstraße
10,,Küsselstraße
11,,Küsselstraße
12,,Küsselstraße
12,a,Küsselstraße
13,,Küsselstraße
13,a,Küsselstraße
14,,Küsselstraße
15,,Küsselstraße
16,,Küsselstraße
17,,Küsselstraße
18,,Küsselstraße
19,,Küsselstraße
20,,Küsselstraße
21,,Küsselstraße
22,,Küsselstraße
23,,Küsselstraße
24,,Küsselstraße
25,,Küsselstraße
26,,Küsselstraße
28,,Küsselstraße
29,,Küsselstraße
30,,Küsselstraße
31,,Küsselstraße
32,,Küsselstraße
33,,Küsselstraße
35,,Küsselstraße
35,a,Küsselstraße
35,b,Küsselstraße
35,c,Küsselstraße
36,,Küsselstraße
36,a,Küsselstraße
37,,Küsselstraße
38,,Küsselstraße
38,a,Küsselstraße
39,,Küsselstraße
40,,Küsselstraße
41,,Küsselstraße
42,,Küsselstraße
43,,Küsselstraße
44,,Küsselstraße
45,,Küsselstraße
45,a,Küsselstraße
45,b,Küsselstraße
45,c,Küsselstraße
1,,Leipziger Straße
1,a,Leipziger Straße
1,b,Leipziger Straße
1,c,Leipziger Straße
1,d,Leipziger Straße
7,,Leipziger Straße
8,,Leipziger Straße
8,a,Leipziger Straße
9,,Leipziger Straße
9,a,Leipziger Straße
9,b,Leipziger Straße
9,c,Leipziger Straße
12,,Biberkiez
10,,Leipziger Straße
10,b,Leipziger Straße
10,c,Leipziger Straße
12,,Leipziger Straße
14,,Leipziger Straße
14,a,Leipziger Straße
19,,Leipziger Straße
20,,Leipziger Straße
21,,Leipziger Straße
22,,Leipziger Straße
24,,Leipziger Straße
25,,Leipziger Straße
26,,Leipziger Straße
27,,Leipziger Straße
28,,Leipziger Straße
29,,Leipziger Straße
30,,Leipziger Straße
31,,Leipziger Straße
32,,Leipziger Straße
33,,Leipziger Straße
34,,Leipziger Straße
35,,Leipziger Straße
36,,Leipziger Straße
37,,Leipziger Straße
38,,Leipziger Straße
39,,Leipziger Straße
40,,Leipziger Straße
41,,Leipziger Straße
42,,Leipziger Straße
43,,Leipziger Straße
44,,Leipziger Straße
45,,Leipziger Straße
46,,Leipziger Straße
47,,Leipziger Straße
51,,Leipziger Straße
52,,Leipziger Straße
53,,Leipziger Straße
53,a,Leipziger Straße
54,,Leipziger Straße
55,,Leipziger Straße
56,,Leipziger Straße
56,a,Leipziger Straße
57,,Leipziger Straße
58,,Leipziger Straße
59,,Leipziger Straße
60,,Leipziger Straße
60,a,Leipziger Straße
61,,Leipziger Straße
62,,Leipziger Straße
63,,Leipziger Straße
63,a,Leipziger Straße
63,b,Leipziger Straße
64,,Leipziger Straße
65,,Leipziger Straße
66,,Leipziger Straße
1,,Leiterstraße
2,,Leiterstraße
3,,Leiterstraße
4,,Leiterstraße
5,,Leiterstraße
13,,Biberkiez
6,,Leiterstraße
7,,Leiterstraße
8,,Leiterstraße
9,,Leiterstraße
9,a,Leiterstraße
9,b,Leiterstraße
9,c,Leiterstraße
9,d,Leiterstraße
10,,Leiterstraße
10,a,Leiterstraße
10,b,Leiterstraße
11,,Leiterstraße
12,,Leiterstraße
13,,Leiterstraße
14,,Leiterstraße
15,,Leiterstraße
10,,Max-Planck-Straße
10,a,Max-Planck-Straße
11,,Max-Planck-Straße
12,,Max-Planck-Straße
13,,Max-Planck-Straße
14,,Max-Planck-Straße
14,a,Max-Planck-Straße
15,,Max-Planck-Straße
15,a,Max-Planck-Straße
16,,Max-Planck-Straße
16,a,Max-Planck-Straße
17,,Max-Planck-Straße
1,,Michendorfer Chaussee
2,,Michendorfer Chaussee
3,,Michendorfer Chaussee
4,,Michendorfer Chaussee
5,,Michendorfer Chaussee
6,,Michendorfer Chaussee
7,,Michendorfer Chaussee
8,,Michendorfer Chaussee
10,,Michendorfer Chaussee
12,,Michendorfer Chaussee
14,,Michendorfer Chaussee
16,,Michendorfer Chaussee
11,,Wattstraße
16,a,Michendorfer Chaussee
18,,Michendorfer Chaussee
19,,Michendorfer Chaussee
19,a,Michendorfer Chaussee
19,b,Michendorfer Chaussee
20,,Michendorfer Chaussee
21,,Michendorfer Chaussee
23,,Michendorfer Chaussee
23,a,Michendorfer Chaussee
102,,Michendorfer Chaussee
105,,Michendorfer Chaussee
111,,Michendorfer Chaussee
113,,Michendorfer Chaussee
114,,Michendorfer Chaussee
115,,Michendorfer Chaussee
115,a,Michendorfer Chaussee
1,,Paetowstraße
2,,Paetowstraße
3,,Paetowstraße
4,,Paetowstraße
5,,Paetowstraße
6,,Paetowstraße
7,,Paetowstraße
8,,Paetowstraße
9,,Paetowstraße
10,,Paetowstraße
11,,Paetowstraße
12,,Paetowstraße
13,,Paetowstraße
14,,Paetowstraße
15,,Paetowstraße
16,,Paetowstraße
17,,Paetowstraße
18,,Paetowstraße
19,,Paetowstraße
20,,Paetowstraße
21,,Paetowstraße
22,,Paetowstraße
23,,Paetowstraße
24,,Paetowstraße
25,,Paetowstraße
26,,Paetowstraße
27,,Paetowstraße
29,,Paetowstraße
31,,Paetowstraße
33,,Paetowstraße
35,,Paetowstraße
37,,Paetowstraße
39,,Paetowstraße
41,,Paetowstraße
43,,Paetowstraße
45,,Paetowstraße
45,a,Paetowstraße
47,,Paetowstraße
49,,Paetowstraße
1,,Templiner Straße
2,,Templiner Straße
2,a,Templiner Straße
3,,Templiner Straße
4,,Templiner Straße
4,a,Templiner Straße
5,,Templiner Straße
6,,Templiner Straße
6,a,Templiner Straße
7,,Templiner Straße
8,,Templiner Straße
8,a,Templiner Straße
9,,Templiner Straße
10,,Templiner Straße
33,,Biberkiez
11,,Templiner Straße
12,,Templiner Straße
13,,Templiner Straße
14,,Templiner Straße
15,,Templiner Straße
16,,Templiner Straße
19,,Templiner Straße
19,a,Templiner Straße
19,b,Templiner Straße
23,,Templiner Straße
24,,Templiner Straße
24,a,Templiner Straße
25,,Templiner Straße
27,,Templiner Straße
28,,Templiner Straße
29,,Templiner Straße
29,a,Templiner Straße
29,b,Templiner Straße
30,,Templiner Straße
31,,Templiner Straße
32,,Templiner Straße
32,a,Templiner Straße
33,,Templiner Straße
34,,Templiner Straße
35,,Templiner Straße
100,,Templiner Straße
102,,Templiner Straße
103,a,Templiner Straße
103,b,Templiner Straße
105,,Templiner Straße
107,,Templiner Straße
108,,Templiner Straße
110,,Templiner Straße
1,,Tornowstraße
1,a,Tornowstraße
1,b,Tornowstraße
1,c,Tornowstraße
2,,Tornowstraße
3,,Tornowstraße
4,,Tornowstraße
5,,Tornowstraße
6,,Tornowstraße
7,,Tornowstraße
7,a,Tornowstraße
8,,Tornowstraße
9,,Tornowstraße
10,,Tornowstraße
11,,Tornowstraße
12,,Tornowstraße
13,,Tornowstraße
14,,Tornowstraße
15,,Tornowstraße
16,,Tornowstraße
17,,Tornowstraße
18,,Tornowstraße
19,,Tornowstraße
19,a,Tornowstraße
20,,Tornowstraße
20,a,Tornowstraße
22,,Tornowstraße
23,,Tornowstraße
24,,Tornowstraße
25,,Tornowstraße
26,,Tornowstraße
27,,Tornowstraße
28,,Tornowstraße
28,a,Tornowstraße
29,,Tornowstraße
29,a,Tornowstraße
30,,Tornowstraße
31,,Tornowstraße
32,,Tornowstraße
33,,Tornowstraße
33,a,Tornowstraße
35,,Tornowstraße
36,,Tornowstraße
38,,Tornowstraße
40,,Tornowstraße
47,,Tornowstraße
48,,Tornowstraße
48,a,Tornowstraße
49,,Tornowstraße
51,,Tornowstraße
1,,Inselweg
2,,Inselweg
1,,Ulrich-von-Hutten-Straße
2,,Ulrich-von-Hutten-Straße
3,,Ulrich-von-Hutten-Straße
4,,Ulrich-von-Hutten-Straße
5,,Ulrich-von-Hutten-Straße
6,,Ulrich-von-Hutten-Straße
7,,Ulrich-von-Hutten-Straße
8,,Ulrich-von-Hutten-Straße
9,,Ulrich-von-Hutten-Straße
10,,Ulrich-von-Hutten-Straße
11,,Ulrich-von-Hutten-Straße
12,,Ulrich-von-Hutten-Straße
1,,Zur Königlichen Hofbrauerei
2,,Zur Königlichen Hofbrauerei
3,,Zur Königlichen Hofbrauerei
4,,Zur Königlichen Hofbrauerei
5,,Zur Königlichen Hofbrauerei
2,,Friedrich-Wilhelm-Boelcke-Straße
4,,Friedrich-Wilhelm-Boelcke-Straße
5,,Friedrich-Wilhelm-Boelcke-Straße
69,,Hubertusdamm
6,,Friedrich-Wilhelm-Boelcke-Straße
7,,Friedrich-Wilhelm-Boelcke-Straße
8,,Friedrich-Wilhelm-Boelcke-Straße
10,,Friedrich-Wilhelm-Boelcke-Straße
16,,Luisenhof
12,,Friedrich-Wilhelm-Boelcke-Straße
1,,An der Kornmühle
2,,An der Kornmühle
4,,An der Kornmühle
6,,An der Kornmühle
8,,An der Kornmühle
10,,An der Kornmühle
12,,An der Kornmühle
14,,An der Kornmühle
1,,Am Speicher
2,,Am Speicher
3,,Am Speicher
4,,Am Speicher
5,,Am Speicher
6,,Am Speicher
10,,Am Speicher
12,,Am Speicher
14,,Am Speicher
1,,Altstadtblick
2,,Altstadtblick
3,,Altstadtblick
4,,Altstadtblick
5,,Altstadtblick
2,,Luisenhof
4,,Luisenhof
6,,Luisenhof
8,,Luisenhof
9,,Luisenhof
71,,Hubertusdamm
9,a,Luisenhof
9,b,Luisenhof
9,c,Luisenhof
10,,Luisenhof
11,,Luisenhof
12,,Luisenhof
13,,Luisenhof
14,,Luisenhof
15,,Luisenhof
17,,Luisenhof
18,,Luisenhof
19,,Luisenhof
20,,Luisenhof
21,,Luisenhof
22,,Luisenhof
23,,Luisenhof
24,,Luisenhof
25,,Luisenhof
26,,Luisenhof
27,,Luisenhof
28,,Luisenhof
29,,Luisenhof
30,,Luisenhof
31,,Luisenhof
32,,Luisenhof
33,,Luisenhof
34,,Luisenhof
35,,Luisenhof
36,,Luisenhof
37,,Luisenhof
39,,Luisenhof
1,,An der Lokremise
3,,An der Lokremise
6,,An der Lokremise
8,,An der Lokremise
10,,An der Lokremise
2,,Am Magazin
4,,Am Magazin
5,,Am Magazin
6,,Am Magazin
7,,Am Magazin
8,,Am Magazin
9,,Am Magazin
1,,Am Stellwerk
1,a,Am Stellwerk
1,b,Am Stellwerk
73,,Hubertusdamm
2,,Am Stellwerk
3,,Am Stellwerk
4,,Am Stellwerk
5,,Am Stellwerk
1,,Altes Bahnwerk
2,,Altes Bahnwerk
3,,Altes Bahnwerk
4,,Altes Bahnwerk
5,,Altes Bahnwerk
